thisN,thisTrialN,thisRepN,effect,order,distance,config,diag,h_1,w_1,h_2,w_2,h_3,w_3,rect_choice.keys,rect_choice.rt,rect_choice.duration,instructions_loop.thisRepN,instructions_loop.thisTrialN,instructions_loop.thisN,instructions_loop.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,consent.started,agree_button.started,decline_button.started,consent_img.started,mouse.started,consent.stopped,agree_button.numClicks,agree_button.timesOn,agree_button.timesOff,decline_button.numClicks,decline_button.timesOn,decline_button.timesOff,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,exp_params.started,exp_params.stopped,welcome.started,welcome_text.started,welcome.stopped,instructions_1.started,instructions_1_text_1.started,instructions_1_text_2.started,key_resp.started,instructions_1.stopped,instructions_loop.key_resp.keys,instructions_loop.key_resp.rt,instructions_loop.key_resp.duration,instructions_2.started,instructions_2_text_1.started,instructions_2_text_2.started,key_resp_2.started,instructions_2.stopped,instructions_loop.key_resp_2.keys,instructions_loop.key_resp_2.rt,instructions_loop.key_resp_2.duration,instructions_3.started,instructions_3_text_1.started,r1_instr3.started,r2_instr3.started,r3_instr3.started,r1_instr3_label.started,r2_instr3_label.started,r3_instr3_label.started,instructions_3_text_3.started,instructions_3_text_4.started,key_resp_3.started,instructions_3.stopped,instructions_loop.key_resp_3.keys,instructions_loop.key_resp_3.rt,instructions_loop.key_resp_3.duration,instructions_4.started,instructions_4_text_1.started,instructions_4_text_3.started,instructions_4_text_2.started,key_resp_4.started,instructions_4.stopped,instructions_loop.key_resp_4.keys,instructions_loop.key_resp_4.rt,instructions_loop.key_resp_4.duration,instructions_5.started,instructions_5_text_1.started,instructions_5_text_2.started,key_resp_5.started,instructions_5.stopped,instructions_loop.key_resp_5.keys,instructions_loop.key_resp_5.rt,instructions_loop.key_resp_5.duration,start_exp.started,start_exp_text.started,key_resp_6.started,start_exp.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,h_1_tmp,w_1_tmp,h_2_tmp,w_2_tmp,h_3_tmp,w_3_tmp,config_tmp,config_tmp_1,r_1_x,r_1_y,r_2_x,r_2_y,r_3_x,r_3_y,pre_trial.started,pre_trial.stopped,choice_trial.started,rect_choice.started,r_1.started,r_2.started,r_3.started,r_1_label.started,r_2_label.started,r_3_label.started,prompt.started,print_config.started,print_effect.started,print_config_1.started,print_distance.started,choice_trial.stopped,trials.rect_choice.keys,trials.rect_choice.rt,trials.rect_choice.duration,end_block.started,end_block_text.started,end_block.stopped,end.started,end_text.started,key_resp_7.started,end.stopped,key_resp_7.keys,key_resp_7.rt,key_resp_7.duration,debriefing.started,debrief_form.started,end_debrief.started,debriefing.stopped,end_debrief.keys,end_debrief.rt,end_debrief.duration,participant,computer,date,expName,psychopyVersion,frameRate,expStart,
37,37,0,filler_square,None,None,None,None,None,None,None,None,None,None,3,0.1397724151611328,None,,,,,2,0,2,0,0,37,37,194,234.7144877910614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,187.6805825135532,130.86208529329335,193.97680775262182,193.97680775262182,99.16661180419393,78.50180650888163,4.0,4.1,-258,-288,0,-13,232,-253,234.68565964698792,234.68619775772095,234.70199012756348,234.7144877910614,234.85285186767578,234.85285186767578,234.85285186767578,234.85285186767578,234.85285186767578,234.85285186767578,234.85285186767578,234.85285186767578,234.85285186767578,234.85285186767578,234.85285186767578,234.87076568603516,3,0.1397724151611328,None,,,,,,,,,,,,,,,,,,99999,99999,2025-02-07_13h43.02.637,comp,2024.2.4,60.071553583551264,2025-02-07 13h43.12.426993 -0500,
38,38,0,filler_random,None,None,None,None,None,None,None,None,None,None,2,0.18703627586364746,None,,,,,2,0,2,0,0,38,38,156,234.89932322502136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.61971379232581,192.47127736106773,156.72545375336068,69.51067423648162,158.36224335169356,168.00172466227815,3.0,3.1,-227,290,0,7,215,-258,234.8716583251953,234.87227368354797,234.88719129562378,234.89932322502136,235.03589534759521,235.03589534759521,235.03589534759521,235.03589534759521,235.03589534759521,235.03589534759521,235.03589534759521,235.03589534759521,235.03589534759521,235.03589534759521,235.03589534759521,235.10126328468323,2,0.18703627586364746,None,,,,,,,,,,,,,,,,,,99999,99999,2025-02-07_13h43.02.637,comp,2024.2.4,60.071553583551264,2025-02-07 13h43.12.426993 -0500,
39,39,0,critical,dwh,60.0,2.1,upper,100.0,100.0,125.0,200.0,200.0,125.0,1,0.1497173309326172,None,,,,,2,0,2,0,0,39,39,7,235.1301519870758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,100.0,125.0,200.0,200.0,125.0,2.1,2.12,-246,-261,0,-280,258,269,235.10208654403687,235.10286355018616,235.1180419921875,235.1301519870758,235.26955604553223,235.26955604553223,235.26955604553223,235.26955604553223,235.26955604553223,235.26955604553223,235.26955604553223,235.26955604553223,235.26955604553223,235.26955604553223,235.26955604553223,235.2869622707367,1,0.1497173309326172,None,,,,,,,,,,,,,,,,,,99999,99999,2025-02-07_13h43.02.637,comp,2024.2.4,60.071553583551264,2025-02-07 13h43.12.426993 -0500,
40,40,0,filler_random,None,None,None,None,None,None,None,None,None,None,2,0.19794344902038574,None,,,,,2,0,2,0,0,40,40,147,235.3156099319458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114.5749073546459,61.4034183329373,173.82435602058536,156.5865302432266,139.1119297644028,127.00628254080404,2.2,2.22,-205,281,0,-270,238,-270,235.28783893585205,235.28841304779053,235.3032865524292,235.3156099319458,235.45255041122437,235.45255041122437,235.45255041122437,235.45255041122437,235.45255041122437,235.45255041122437,235.45255041122437,235.45255041122437,235.45255041122437,235.45255041122437,235.45255041122437,235.51795411109924,2,0.19794344902038574,None,,,,,,,,,,,,,,,,,,99999,99999,2025-02-07_13h43.02.637,comp,2024.2.4,60.071553583551264,2025-02-07 13h43.12.426993 -0500,
41,41,0,catch,None,None,None,None,None,None,None,None,None,None,3,0.13942313194274902,None,,,,,2,0,2,0,0,41,41,127,235.54740715026855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,158,167,123,67,74,116,1.0,1.2,-213,15,0,16,188,17,235.51893854141235,235.51945877075195,235.53482460975647,235.54740715026855,235.68648171424866,235.68648171424866,235.68648171424866,235.68648171424866,235.68648171424866,235.68648171424866,235.68648171424866,235.68648171424866,235.68648171424866,235.68648171424866,235.68648171424866,235.70390939712524,3,0.13942313194274902,None,,,,,,,,,,,,,,,,,,99999,99999,2025-02-07_13h43.02.637,comp,2024.2.4,60.071553583551264,2025-02-07 13h43.12.426993 -0500,
42,42,0,critical,hwd,60.0,1.0,lower,133.0,57.0,57.0,133.0,55.0,55.0,2,0.1956195831298828,None,,,,,2,0,2,0,0,42,42,102,235.73320889472961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133.0,57.0,57.0,133.0,55.0,55.0,1.0,1.1,-671,253,-480,288,-290,282,235.70463752746582,235.70523738861084,235.72106671333313,235.73320889472961,235.86906051635742,235.86906051635742,235.86906051635742,235.86906051635742,235.86906051635742,235.86906051635742,235.86906051635742,235.86906051635742,235.86906051635742,235.86906051635742,235.86906051635742,235.93444800376892,2,0.1956195831298828,None,,,,,,,,,,,,,,,,,,99999,99999,2025-02-07_13h43.02.637,comp,2024.2.4,60.071553583551264,2025-02-07 13h43.12.426993 -0500,
43,43,0,critical,dhw,45.0,3.0,upper,117.0,117.0,200.0,125.0,125.0,200.0,1,0.12600374221801758,None,,,,,2,0,2,0,0,43,43,51,235.96026802062988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117.0,117.0,200.0,125.0,125.0,200.0,3.0,3.2,-217,-280,0,6,258,283,235.93521237373352,235.93575072288513,235.94759941101074,235.96026802062988,236.1031792163849,236.1031792163849,236.1031792163849,236.1031792163849,236.1031792163849,236.1031792163849,236.1031792163849,236.1031792163849,236.1031792163849,236.1031792163849,236.1031792163849,236.1047878265381,1,0.12600374221801758,None,,,,,,,,,,,,,,,,,,99999,99999,2025-02-07_13h43.02.637,comp,2024.2.4,60.071553583551264,2025-02-07 13h43.12.426993 -0500,
44,44,0,critical,whd,60.0,2.1,upper,125.0,200.0,200.0,125.0,100.0,100.0,2,0.17263245582580566,None,,,,,2,0,2,0,0,44,44,39,236.12961530685425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.0,200.0,200.0,125.0,100.0,100.0,2.1,2.11,-258,251,0,252,208,-270,236.10554790496826,236.1060607433319,236.11762690544128,236.12961530685425,236.26933097839355,236.26933097839355,236.26933097839355,236.26933097839355,236.26933097839355,236.26933097839355,236.26933097839355,236.26933097839355,236.26933097839355,236.26933097839355,236.26933097839355,236.31812477111816,2,0.17263245582580566,None,,,,,,,,,,,,,,,,,,99999,99999,2025-02-07_13h43.02.637,comp,2024.2.4,60.071553583551264,2025-02-07 13h43.12.426993 -0500,
45,45,0,filler_random,None,None,None,None,None,None,None,None,None,None,3,0.13257217407226562,None,,,,,2,0,2,0,0,45,45,150,236.34737253189087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.43999878263591,184.73171043791,120.18822615763253,96.50283959379493,146.8854723776056,171.9318504910092,1.0,1.2,-237,-10,0,-9,230,4,236.31897711753845,236.31950187683105,236.33508586883545,236.34737253189087,236.4867434501648,236.4867434501648,236.4867434501648,236.4867434501648,236.4867434501648,236.4867434501648,236.4867434501648,236.4867434501648,236.4867434501648,236.4867434501648,236.4867434501648,236.48815941810608,3,0.13257217407226562,None,,,,,,,,,,,,,,,,,,99999,99999,2025-02-07_13h43.02.637,comp,2024.2.4,60.071553583551264,2025-02-07 13h43.12.426993 -0500,
46,46,0,filler_random,None,None,None,None,None,None,None,None,None,None,2,0.16738367080688477,None,,,,,2,0,2,0,0,46,46,167,236.51254200935364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.46197905990418,166.24532546565604,100.65822277805381,183.2216256581705,103.04614674814971,114.49665211700777,4.0,4.1,-271,-283,0,-4,245,-280,236.48900938034058,236.48955535888672,236.50047087669373,236.51254200935364,236.65194511413574,236.65194511413574,236.65194511413574,236.65194511413574,236.65194511413574,236.65194511413574,236.65194511413574,236.65194511413574,236.65194511413574,236.65194511413574,236.65194511413574,236.68476223945618,2,0.16738367080688477,None,,,,,,,,,,,,,,,,,,99999,99999,2025-02-07_13h43.02.637,comp,2024.2.4,60.071553583551264,2025-02-07 13h43.12.426993 -0500,
47,47,0,filler_random,None,None,None,None,None,None,None,None,None,None,1,0.1703183650970459,None,,,,,2,0,2,0,0,47,47,166,236.70923113822937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,162.90372282561924,147.61940737895688,163.89933589123376,113.88623520235839,124.41559677613262,145.51237833192383,2.2,2.21,-227,-282,0,264,226,271,236.6855924129486,236.68611431121826,236.69737648963928,236.70923113822937,236.85302567481995,236.85302567481995,236.85302567481995,236.85302567481995,236.85302567481995,236.85302567481995,236.85302567481995,236.85302567481995,236.85302567481995,236.85302567481995,236.85302567481995,236.88618087768555,1,0.1703183650970459,None,,,,,,,,,,,,,,,,,,99999,99999,2025-02-07_13h43.02.637,comp,2024.2.4,60.071553583551264,2025-02-07 13h43.12.426993 -0500,
48,48,0,critical,wdh,45.0,2.1,upper,125.0,200.0,117.0,117.0,200.0,125.0,2,0.1863250732421875,None,,,,,2,0,2,0,0,48,48,9,236.91594696044922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.0,200.0,117.0,117.0,200.0,125.0,2.1,2.11,-254,285,0,273,217,-250,236.88692808151245,236.88738560676575,236.90348172187805,236.91594696044922,237.0528519153595,237.0528519153595,237.0528519153595,237.0528519153595,237.0528519153595,237.0528519153595,237.0528519153595,237.0528519153595,237.0528519153595,237.0528519153595,237.0528519153595,237.1180248260498,2,0.1863250732421875,None,,,,,,,,,,,,,,,,,,99999,99999,2025-02-07_13h43.02.637,comp,2024.2.4,60.071553583551264,2025-02-07 13h43.12.426993 -0500,
49,49,0,critical,hwd,45.0,4.0,upper,200.0,125.0,125.0,200.0,117.0,117.0,3,0.14325428009033203,None,,,,,2,0,2,0,0,49,49,101,237.14344215393066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.0,125.0,125.0,200.0,117.0,117.0,4.0,4.1,-258,-276,0,-16,254,-254,237.11879134178162,237.11933422088623,237.1309609413147,237.14344215393066,237.28588485717773,237.28588485717773,237.28588485717773,237.28588485717773,237.28588485717773,237.28588485717773,237.28588485717773,237.28588485717773,237.28588485717773,237.28588485717773,237.28588485717773,237.3034327030182,3,0.14325428009033203,None,,,,,,,,,,,,,,,,,,99999,99999,2025-02-07_13h43.02.637,comp,2024.2.4,60.071553583551264,2025-02-07 13h43.12.426993 -0500,
50,50,0,critical,whd,45.0,1.0,upper,125.0,200.0,200.0,125.0,117.0,117.0,2,0.1577167510986328,None,,,,,2,0,2,0,0,50,50,85,237.32914757728577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.0,200.0,200.0,125.0,117.0,117.0,1.0,1.2,-258,1,0,-18,217,12,237.30418372154236,237.30464553833008,237.31682634353638,237.32914757728577,237.4693419933319,237.4693419933319,237.4693419933319,237.4693419933319,237.4693419933319,237.4693419933319,237.4693419933319,237.4693419933319,237.4693419933319,237.4693419933319,237.4693419933319,237.5028955936432,2,0.1577167510986328,None,,,,,,,,,,,,,,,,,,99999,99999,2025-02-07_13h43.02.637,comp,2024.2.4,60.071553583551264,2025-02-07 13h43.12.426993 -0500,
51,51,0,filler_square,None,None,None,None,None,None,None,None,None,None,1,0.17163515090942383,None,,,,,2,0,2,0,0,51,51,202,237.53059220314026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141.39151394273335,119.88642779114504,174.20598993863436,174.20598993863436,143.70253921959642,83.88753165340222,4.0,4.2,-243,-8,0,-286,225,-18,237.50377798080444,237.50428581237793,237.51869010925293,237.53059220314026,237.66934871673584,237.66934871673584,237.66934871673584,237.66934871673584,237.66934871673584,237.66934871673584,237.66934871673584,237.66934871673584,237.66934871673584,237.66934871673584,237.66934871673584,237.7197813987732,1,0.17163515090942383,None,,,,,,,,,,,,,,,,,,99999,99999,2025-02-07_13h43.02.637,comp,2024.2.4,60.071553583551264,2025-02-07 13h43.12.426993 -0500,
52,52,0,critical,hdw,45.0,4.0,upper,200.0,125.0,117.0,117.0,125.0,200.0,3,0.14650249481201172,None,,,,,2,0,2,0,0,52,52,113,237.74916791915894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.0,125.0,117.0,117.0,125.0,200.0,4.0,4.2,-217,-4,0,-267,254,-10,237.72057271003723,237.72107481956482,237.73683500289917,237.74916791915894,237.88599562644958,237.88599562644958,237.88599562644958,237.88599562644958,237.88599562644958,237.88599562644958,237.88599562644958,237.88599562644958,237.88599562644958,237.88599562644958,237.88599562644958,237.90401148796082,3,0.14650249481201172,None,,,,,,,,,,,,,,,,,,99999,99999,2025-02-07_13h43.02.637,comp,2024.2.4,60.071553583551264,2025-02-07 13h43.12.426993 -0500,
53,53,0,filler_square,None,None,None,None,None,None,None,None,None,None,2,0.14632773399353027,None,,,,,2,0,2,0,0,53,53,197,237.9327802658081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.70897622960544,80.70897622960544,66.42920655442897,60.29253514127436,65.34706342310157,75.15702862291599,1.0,1.1,-647,271,-480,275,-316,285,237.90498304367065,237.90563344955444,237.92040181159973,237.9327802658081,238.08537983894348,238.08537983894348,238.08537983894348,238.08537983894348,238.08537983894348,238.08537983894348,238.08537983894348,238.08537983894348,238.08537983894348,238.08537983894348,238.08537983894348,238.08732271194458,2,0.14632773399353027,None,,,,,,,,,,,,,,,,,,99999,99999,2025-02-07_13h43.02.637,comp,2024.2.4,60.071553583551264,2025-02-07 13h43.12.426993 -0500,
54,54,0,critical,whd,60.0,2.1,upper,125.0,200.0,200.0,125.0,100.0,100.0,1,0.1626901626586914,None,,,,,2,0,2,0,0,54,54,15,238.11705327033997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.0,200.0,200.0,125.0,100.0,100.0,2.1,2.12,-258,-289,0,-255,208,258,238.08823084831238,238.08906602859497,238.10484504699707,238.11705327033997,238.25289702415466,238.25289702415466,238.25289702415466,238.25289702415466,238.25289702415466,238.25289702415466,238.25289702415466,238.25289702415466,238.25289702415466,238.25289702415466,238.25289702415466,238.2864751815796,1,0.1626901626586914,None,,,,,,,,,,,,,,,,,,99999,99999,2025-02-07_13h43.02.637,comp,2024.2.4,60.071553583551264,2025-02-07 13h43.12.426993 -0500,
55,55,0,critical,hdw,45.0,3.0,upper,200.0,125.0,117.0,117.0,125.0,200.0,2,0.1854264736175537,None,,,,,2,0,2,0,0,55,55,111,238.31190133094788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.0,125.0,117.0,117.0,125.0,200.0,3.0,3.1,-217,289,0,14,254,-264,238.28727388381958,238.28782749176025,238.2995674610138,238.31190133094788,238.45236349105835,238.45236349105835,238.45236349105835,238.45236349105835,238.45236349105835,238.45236349105835,238.45236349105835,238.45236349105835,238.45236349105835,238.45236349105835,238.45236349105835,238.50143194198608,2,0.1854264736175537,None,,,,,,,,,,,,,,,,,,99999,99999,2025-02-07_13h43.02.637,comp,2024.2.4,60.071553583551264,2025-02-07 13h43.12.426993 -0500,
56,56,0,critical,wdh,60.0,1.0,lower,57.0,133.0,55.0,55.0,133.0,57.0,3,0.144425630569458,None,,,,,2,0,2,0,0,56,56,78,238.52596855163574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.0,133.0,55.0,55.0,133.0,57.0,1.0,1.3,290,-262,480,-267,632,-281,238.50217700004578,238.50265407562256,238.51412892341614,238.52596855163574,238.66963529586792,238.66963529586792,238.66963529586792,238.66963529586792,238.66963529586792,238.66963529586792,238.66963529586792,238.66963529586792,238.66963529586792,238.66963529586792,238.66963529586792,238.68715715408325,3,0.144425630569458,None,,,,,,,,,,,,,,,,,,99999,99999,2025-02-07_13h43.02.637,comp,2024.2.4,60.071553583551264,2025-02-07 13h43.12.426993 -0500,
57,57,0,critical,dwh,60.0,3.0,upper,100.0,100.0,125.0,200.0,200.0,125.0,2,0.15827465057373047,None,,,,,2,0,2,0,0,57,57,69,238.71197533607483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,100.0,125.0,200.0,200.0,125.0,3.0,3.1,-246,254,0,-18,258,-265,238.68795824050903,238.68874764442444,238.70037031173706,238.71197533607483,238.85250759124756,238.85250759124756,238.85250759124756,238.85250759124756,238.85250759124756,238.85250759124756,238.85250759124756,238.85250759124756,238.85250759124756,238.85250759124756,238.85250759124756,238.88554430007935,2,0.15827465057373047,None,,,,,,,,,,,,,,,,,,99999,99999,2025-02-07_13h43.02.637,comp,2024.2.4,60.071553583551264,2025-02-07 13h43.12.426993 -0500,
58,58,0,catch,None,None,None,None,None,None,None,None,None,None,1,0.1726231575012207,None,,,,,2,0,2,0,0,58,58,121,238.91375517845154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131,194,62,128,121,69,4.0,4.2,-257,-10,0,-256,194,-10,238.88657975196838,238.88713693618774,238.9017345905304,238.91375517845154,239.0526487827301,239.0526487827301,239.0526487827301,239.0526487827301,239.0526487827301,239.0526487827301,239.0526487827301,239.0526487827301,239.0526487827301,239.0526487827301,239.0526487827301,239.10115909576416,1,0.1726231575012207,None,,,,,,,,,,,,,,,,,,99999,99999,2025-02-07_13h43.02.637,comp,2024.2.4,60.071553583551264,2025-02-07 13h43.12.426993 -0500,
59,59,0,critical,hwd,60.0,4.0,lower,133.0,57.0,57.0,133.0,55.0,55.0,2,0.13457345962524414,None,,,,,2,0,2,0,0,59,59,106,239.12911105155945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133.0,57.0,57.0,133.0,55.0,55.0,4.0,4.1,-191,-265,0,13,190,-262,239.101895570755,239.10242986679077,239.1170461177826,239.12911105155945,239.2698268890381,239.2698268890381,239.2698268890381,239.2698268890381,239.2698268890381,239.2698268890381,239.2698268890381,239.2698268890381,239.2698268890381,239.2698268890381,239.2698268890381,239.27144575119019,2,0.13457345962524414,None,,,,,,,,,,,,,,,,,,99999,99999,2025-02-07_13h43.02.637,comp,2024.2.4,60.071553583551264,2025-02-07 13h43.12.426993 -0500,
60,60,0,catch,None,None,None,None,None,None,None,None,None,None,3,0.13001775741577148,None,,,,,2,0,2,0,0,60,60,126,239.30113291740417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,91,127,63,134,191,2.1,2.11,-173,272,0,260,223,-279,239.27244353294373,239.27298092842102,239.2885344028473,239.30113291740417,239.43600511550903,239.43600511550903,239.43600511550903,239.43600511550903,239.43600511550903,239.43600511550903,239.43600511550903,239.43600511550903,239.43600511550903,239.43600511550903,239.43600511550903,239.43751859664917,3,0.13001775741577148,None,,,,,,,,,,,,,,,,,,99999,99999,2025-02-07_13h43.02.637,comp,2024.2.4,60.071553583551264,2025-02-07 13h43.12.426993 -0500,
61,61,0,filler_square,None,None,None,None,None,None,None,None,None,None,2,0.1565399169921875,None,,,,,2,0,2,0,0,61,61,205,239.46554684638977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.2877028788792,100.2877028788792,75.85562382548667,59.72910974039326,70.32940776013302,96.51241351134004,2.2,2.22,-176,273,0,-282,174,-268,239.43842029571533,239.43894028663635,239.4532344341278,239.46554684638977,239.6023464202881,239.6023464202881,239.6023464202881,239.6023464202881,239.6023464202881,239.6023464202881,239.6023464202881,239.6023464202881,239.6023464202881,239.6023464202881,239.6023464202881,239.63608145713806,2,0.1565399169921875,None,,,,,,,,,,,,,,,,,,99999,99999,2025-02-07_13h43.02.637,comp,2024.2.4,60.071553583551264,2025-02-07 13h43.12.426993 -0500,
62,62,0,critical,dwh,45.0,2.1,lower,65.0,65.0,57.0,133.0,133.0,57.0,1,0.15111541748046875,None,,,,,2,0,2,0,0,62,62,28,239.66477823257446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.0,65.0,57.0,133.0,133.0,57.0,2.1,2.12,-195,-280,0,-278,191,263,239.63686108589172,239.63733911514282,239.652685880661,239.66477823257446,239.802325963974,239.802325963974,239.802325963974,239.802325963974,239.802325963974,239.802325963974,239.802325963974,239.802325963974,239.802325963974,239.802325963974,239.802325963974,239.82038021087646,1,0.15111541748046875,None,,,,,,,,,,,,,,,,,,99999,99999,2025-02-07_13h43.02.637,comp,2024.2.4,60.071553583551264,2025-02-07 13h43.12.426993 -0500,
63,63,0,critical,dwh,60.0,2.1,upper,100.0,100.0,125.0,200.0,200.0,125.0,2,0.16119909286499023,None,,,,,2,0,2,0,0,63,63,31,239.8449809551239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,100.0,125.0,200.0,200.0,125.0,2.1,2.12,-246,-278,0,-274,258,264,239.82112193107605,239.82161736488342,239.83277297019958,239.8449809551239,239.98581218719482,239.98581218719482,239.98581218719482,239.98581218719482,239.98581218719482,239.98581218719482,239.98581218719482,239.98581218719482,239.98581218719482,239.98581218719482,239.98581218719482,240.0198495388031,2,0.16119909286499023,None,,,,,,,,,,,,,,,,,,99999,99999,2025-02-07_13h43.02.637,comp,2024.2.4,60.071553583551264,2025-02-07 13h43.12.426993 -0500,
64,64,0,filler_square,None,None,None,None,None,None,None,None,None,None,3,0.14133644104003906,None,,,,,2,0,2,0,0,64,64,177,240.04887080192566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145.31465884576392,145.31465884576392,79.96135325075996,81.88507012084136,114.77607478807403,119.87564889650298,2.2,2.22,-210,259,0,-287,197,-257,240.0207815170288,240.02133131027222,240.0369668006897,240.04887080192566,240.18591117858887,240.18591117858887,240.18591117858887,240.18591117858887,240.18591117858887,240.18591117858887,240.18591117858887,240.18591117858887,240.18591117858887,240.18591117858887,240.18591117858887,240.2041826248169,3,0.14133644104003906,None,,,,,,,,,,,,,,,,,,99999,99999,2025-02-07_13h43.02.637,comp,2024.2.4,60.071553583551264,2025-02-07 13h43.12.426993 -0500,
